"id","name","address","area","borough","postcode","?","another?","latitude","longitude","london borough"
107631,"Barrowfield CI & Jeremys Green Ass.","Westbourne Hall, Westbourne Place, LONDON","N9 0RT",534948,193461,51.623796,-0.051942,Enfield
107691,"Botany Bay Cricket Club","Cricket Pavilion, East Lodge Lane, ENFIELD","EN2 8AS",529996,199348,51.677864,-0.121250,Enfield
107695,"Boundary Hall","138 Snells Park, LONDON","N18 2TD",533892,191861,51.609670,-0.067797,Enfield
107696,"Bounds Green Bowls And Tennis Club","Brownlow Road, LONDON","N11 2BS",530108,191807,51.610071,-0.122432,Enfield
107700,"Bowls Club Lea Valley Leisure Centre","59 Meridian Way, LONDON","N9 0AR",535893,194460,51.632546,-0.037911,Enfield
107703,"Brackendale Lawn Tennis Club","Brackendale Sports Ground, Brackendale, LONDON","N21 3DH",530911,193900,51.628703,-0.110061,Enfield
107732,"Broomfield Club","85 Hedge Lane, LONDON","N13 5SZ",531744,193192,51.622137,-0.098300,Enfield
107760,"Bush Hill Park Bowls Tennis And Social Club","Abbey Road, ENFIELD","EN1 2QP",533492,195612,51.643481,-0.072142,Enfield
107761,"Bush Hill Park Conservative Club","16A Leighton Road, Enfield","EN1 1XH",533907,195581,51.643104,-0.066160,Enfield
107763,"Bush Hill Park Golf Club","Bush Hill, LONDON","N21 2BU",532221,195698,51.644545,-0.090482,Enfield
107766,"Bush Hill Park PH","Public House, 141 St Marks Road, ENFIELD","EN1 1BA",533717,195437,51.641846,-0.068960,Enfield
107772,"Buzz Bingo","5 Dearsley Road, ENFIELD","EN1 3FB",534490,196467,51.650909,-0.057400,Enfield
107844,"Chaseville Cricket Club","Cricket Pavilion, Bramley Sports Ground, Chase Side, LONDON","N14 4AB",528593,195356,51.642312,-0.142997,Enfield
107888,"Club & Bar","Club House, Crews Hill Golf Club, Cattlegate Road, ENFIELD","EN2 8AZ",530798,200092,51.684364,-0.109393,Enfield
107892,"Cockfosters Bowling Club","Cockfosters Sports Ground, Chalk Lane, BARNET","EN4 9JG",527905,196495,51.652696,-0.152519,Enfield
107895,"Cockfosters Football Club","Cockfosters Sports Ground, Chalk Lane, BARNET","EN4 9JG",527905,196495,51.652696,-0.152519,Enfield
107911,"Conway Lawn Tennis Club","Conway Road Recreation Ground, Conway Road, LONDON","N14 7BD",530291,193180,51.622367,-0.119281,Enfield
107945,"Cousins Professional Snooker Club","169-171 Fore Street, LONDON","N18 2XB",534081,192332,51.613858,-0.064890,Enfield
107955,"Crown & Horseshoes","Public House, 15 Horseshoe Lane, ENFIELD","EN2 6PZ",532419,196987,51.656082,-0.087120,Enfield
107956,"Crown And Anchor","Public House, 222 Fore Street, LONDON","N18 2QD",534161,192620,51.616427,-0.063625,Enfield
107959,"Cuckoo Hall Estate Community Assoc","Mottingham Hall, 4 Mottingham Road, LONDON","N9 8DY",535550,194957,51.637104,-0.042672,Enfield
108003,"Dicey Rileys Public House","161 Silver Street, LONDON","N18 1PY",533248,192591,51.616383,-0.076815,Enfield
108011,"Dog And Duck","Public House, 74 Hoppers Road, LONDON","N21 3LH",531324,193656,51.626414,-0.104189,Enfield
108023,"Downs Pavillion","Johnson Matthey Sports Ground, Goldsdown Road, ENFIELD","EN3 7RP",535919,197237,51.657494,-0.036458,Enfield
108041,"Edmonton Conservative Club","396 Hertford Road, LONDON","N9 7EY",534895,194707,51.635005,-0.052227,Enfield
108048,"Edmonton Sports & Social Club","Norsemen Football Club Edmonton Cricket Club, Church Street, LONDON","N9 9HL",533249,194012,51.629152,-0.076261,Enfield
108074,"Enfield & Haringey Club Restaurant","Lea Valley Athletics Centre, 61 Meridian Way, LONDON","N9 0AR",535893,194460,51.632546,-0.037911,Enfield
108078,"Enfield Chase Tennis Club","Enfield Chase Tenis Club, Mortimer Drive, ENFIELD","EN1 2LH",533097,195554,51.643045,-0.077870,Enfield
108082,"Enfield Cricket Club","9 Lincoln Road, ENFIELD","EN1 2RY",533130,196080,51.647763,-0.077193,Enfield
108084,"Enfield Deaf Social Club","Park Avenue Resource Centre, 65C Park Avenue, ENFIELD","EN1 2HL",533132,195298,51.640736,-0.077462,Enfield
108093,"Enfield Highway Comm Centre","Community Centre, 117 Hertford Road, ENFIELD","EN3 5JF",535180,197116,51.656575,-0.047182,Enfield
108094,"Enfield Highway Conservative Club","652 Hertford Road, ENFIELD","EN3 6LZ",535586,198783,51.671457,-0.040670,Enfield
108096,"Enfield Highway Working Mens Club","Social Club, 97 Ordnance Road, ENFIELD","EN3 6AG",535932,198785,51.671401,-0.035669,Enfield
108097,"Enfield Ignatians RFC","Queen Elizabeth Stadium, Donkey Lane, ENFIELD","EN1 3PL",534269,197368,51.659058,-0.060247,Enfield
108099,"Enfield Lawn Tennis Club","The Ridgeway, ENFIELD","EN2 8NA",531432,197498,51.660896,-0.101203,Enfield
108112,"Enfield Town Conservative Club","Enfield Town Club, 8 Old Park Avenue, ENFIELD","EN2 6PR",532342,196594,51.652559,-0.088382,Enfield
108114,"Enfield Town Football Club","Queen Elizabeth Stadium, Donkey Lane, ENFIELD","EN1 3PL",534269,197368,51.659058,-0.060247,Enfield
108139,"Farots Social Club","598 Hertford Road, LONDON","N9 8AH",535204,195236,51.639694,-0.047561,Enfield
108162,"Fishmongers Arms","Commercial Premises, Public House, Winchmore Hill Road, LONDON","N14 6AD",529881,194437,51.633758,-0.124735,Enfield
108254,"Green Towers Community Centre","Green Towers Hall, Plevna Road, LONDON","N9 0BU",534521,193412,51.623458,-0.058125,Enfield
108282,"Hadley Wood Association","3-7 Crescent East, Enfield","EN4 0EL",526270,198221,51.668579,-0.175523,Enfield
108283,"Hadley Wood Golf Club","Beech Hill, BARNET","EN4 0JJ",526950,198005,51.666490,-0.165767,Enfield
108284,"Hadley Wood Lawn Tennis Club","Hadley Wood Tennis Club, Hadley Wood Open Space, Crescent East, BARNET","EN4 0EL",526270,198221,51.668579,-0.175523,Enfield
108298,Harvester,"The Navigation Inn, 4 Wharf Road, ENFIELD","EN3 4XX",536439,195700,51.643556,-0.029545,Enfield
108299,"Harvester Gryphon","Public House, 9 Vera Avenue, LONDON","N21 1RE",531693,195473,51.642647,-0.098179,Enfield
108308,"Hazelwood Tennis Club","Ridge Avenue, LONDON","N21 2AJ",532391,194790,51.636354,-0.088355,Enfield
108337,"Hiiraan Social Club","121 Green Lanes, LONDON","N13 4SP",530975,191991,51.611515,-0.109851,Enfield
108350,"Holtwhites Sports & Social","Holtwhites Hill Sports Ground, 1 Kirkland Drive, ENFIELD","EN2 0RU",532198,197449,51.660276,-0.090139,Enfield
108367,"Hurricane Room","495A Southbury Road, ENFIELD","EN3 4JW",535030,196209,51.648470,-0.049699,Enfield
108380,"Inn on the Park","2 Solar Way, ENFIELD","EN3 7XY",536884,199423,51.676903,-0.021661,Enfield
108387,"Iskele Spor Kulubu","37 Bounces Road, LONDON","N9 8JD",534817,193995,51.628626,-0.053628,Enfield
108406,"Jays Rest","Fire Station, 99 Church Street, LONDON","N9 9AA",533739,193819,51.627302,-0.069274,Enfield
108447,"Kempe Hall Community Association","Bullsmoor Community Centre And Clinic, Kempe Road, ENFIELD","EN1 4QS",535005,199357,51.676764,-0.048845,Enfield
108523,"Lawns Bar & Restaurant","David Lloyd Club, 180 Carterhatch Lane, ENFIELD","EN1 4LF",534206,197421,51.659549,-0.061137,Enfield
108564,LT's,"Public House, 58 Fore Street, LONDON","N18 2SW",534060,191962,51.610538,-0.065335,Enfield
108640,"Memorial Hall","Maldon Road, LONDON","N9 9QP",533944,193352,51.623056,-0.066478,Enfield
108673,"Mollys Bar","Public House, 380 Bowes Road, LONDON","N11 1AH",529175,192493,51.616451,-0.135646,Enfield
108682,"Moon Under Water","Public House, 115-117 Chase Side, ENFIELD","EN2 6NN",532379,197330,51.659165,-0.087583,Enfield
108692,"Mount Carmel Centre","Our Lady Of Mount Carmel Church Hall, London Road, ENFIELD","EN2 6DR",532878,196434,51.650995,-0.080699,Enfield
108726,"N. Salamis FC","374 Green Lanes, LONDON","N13 5PD",531238,193082,51.621267,-0.105646,Enfield
108740,"NEASO and Southgate Olympic Assoc","Clowes Sports Ground, Barrowell Green, LONDON","N21 3AU",532019,193624,51.625964,-0.094167,Enfield
108743,"New Calypsonians Cricket Club","Middlesex University Sports Ground, Green Dragon Lane, LONDON","N21 1EP",531013,195553,51.643515,-0.107971,Enfield
108751,"New Southgate Conservative Club","High Road, LONDON","N11 1PP",528881,192216,51.614033,-0.139997,Enfield
108772,"Norsemen Football Club","Norsemen Football Club Edmonton Cricket Club, Church Street, LONDON","N9 9HL",533249,194012,51.629152,-0.076261,Enfield
108773,"North Enfield Conservative Club Bar","Conservative Club, 278 Baker Street, ENFIELD","EN1 3LD",533001,197698,51.662334,-0.078442,Enfield
108774,"North Enfield Cricket Club","Strayfield Road Sports Ground, 24 Strayfield Road, ENFIELD","EN2 9JE",531579,198915,51.673604,-0.098531,Enfield
108780,"Nuffield Health","Enfield Fitness And Wellbeing Gym, Tower Point, 52 Sydney Road, ENFIELD","EN2 6TZ",532782,196160,51.648555,-0.082204,Enfield
108794,"Oakwood Tavern","155 Bramley Road, LONDON","N14 4XA",529530,196108,51.648846,-0.129185,Enfield
108801,"Old Edmontonians FC Clubhouse","Henry Barrass Stadium, Houndsfield Road, Edmonton","N9 7RA",534722,194540,51.633546,-0.054790,Enfield
108802,"Old Grammarians RFC","Middlesex University Sports Ground, Green Dragon Lane, LONDON","N21 1EP",531013,195553,51.643515,-0.107971,Enfield
108803,"Old Ignatian Association Ltd","147 Turkey Street, ENFIELD","EN1 4NW",534547,199034,51.673971,-0.055589,Enfield
108810,"On Broadway","765 Green Lanes, LONDON","N21 3SA",531879,194266,51.631757,-0.095947,Enfield
108814,"O'Neill's Enfield","Public House, 5 The Town, ENFIELD","EN2 6LE",532820,196527,51.651854,-0.081502,Enfield
108886,"Piano bar 2","236 Green Lanes, LONDON","N13 5UD",531024,192606,51.617039,-0.108913,Enfield
108915,"Ponders End Smallholders Assoc","82A Church Road, ENFIELD","EN3 4NU",535505,195498,51.641967,-0.043113,Enfield
108916,"Ponders End Working Mens Club","46 South Street, ENFIELD","EN3 4LB",535470,195735,51.644105,-0.043526,Enfield
108917,"Ponders End Youth Centre","Main Block, Youth Centre, 129-137 South Street, ENFIELD","EN3 4PX",535829,195566,51.642500,-0.038407,Enfield
108944,"Prince Albert Enfield","Public House, 611 Hertford Road, ENFIELD","EN3 6UP",535614,198762,51.671271,-0.040273,Enfield
108952,"Pymmes Park Bowling Club","Pymmes Park, Victoria Road, LONDON","N18 2UG",533946,192695,51.617152,-0.066700,Enfield
108957,"Queens Head Winchmore Hill","Public House, 41-43 Station Road, LONDON","N21 3NB",531609,194421,51.633224,-0.099792,Enfield
109005,"Rose & Crown P.H","Public House, 185 Clay Hill, ENFIELD","EN2 9AJ",532610,198675,51.671196,-0.083721,Enfield
109009,"Royal British Legion","Eden Hall, 114 Nags Head Road, ENFIELD","EN3 7AP",535553,196178,51.648066,-0.042156,Enfield
109016,"Royal Small Arms Angling Club","Rammey Marsh Lock House, Lea Road, Waltham Abbey, WALTHAM ABBEY","EN9 1AL",537565,199657,51.678839,-0.011726,Enfield
109018,"Royal Venue","1 Jute Lane, ENFIELD","EN3 7PJ",536362,196985,51.655122,-0.030156,Enfield
109048,"Salisbury Arms","Public House, Hoppers Road, LONDON","N21 3NP",531386,194389,51.632979,-0.103010,Enfield
109056,"Sapphire Kitchen","C42, 35 Harbet Road, LONDON","N18 3HU",535995,191745,51.608115,-0.037492,Enfield
109057,"Saracens Amateur Rugby F/ball Club","Bramley Sports Ground, Chase Side, Southgate","N14 4AB",528593,195356,51.642312,-0.142997,Enfield
109070,"Selborne Bowling Club","The Mall, LONDON","N14 6EN",529957,193495,51.625275,-0.123986,Enfield
109103,"Simon Gupta  (Burger trailer)","Norsemen Football Club Edmonton Cricket Club, Church Street, LONDON","N9 9HL",533249,194012,51.629152,-0.076261,Enfield
109133,"Social Club","254 Fore Street, LONDON","N18 2QD",534161,192620,51.616427,-0.063625,Enfield
109148,"Southgate Hockey Centre","Snakes Lane, BARNET","EN4 0PS",528976,197083,51.657735,-0.136829,Enfield
109149,"Southgate Masonic Centre","88 High Street, LONDON","N14 6EB",529827,193728,51.627399,-0.125777,Enfield
109153,"Southgate Old Scholars Association","Cockfosters Sports Ground, Chalk Lane, BARNET","EN4 9JG",527905,196495,51.652696,-0.152519,Enfield
109154,"Southgate Royal British Legion","Hollies Hall, Nursery Road, LONDON","N14 5QD",529264,194708,51.636335,-0.133545,Enfield
109156,"Southgate Synagogue Cricket Club","Middlesex University Sports Ground, Green Dragon Lane, LONDON","N21 1EP",531013,195553,51.643515,-0.107971,Enfield
109202,"St Monica's Parish Centre","St Monicas Social Club, Cannon Hill, LONDON","N14 7HG",530153,193111,51.621779,-0.121299,Enfield
109248,"Sun And Woolpack","Public House, 640 Hertford Road, ENFIELD","EN3 6LZ",535586,198783,51.671457,-0.040670,Enfield
109305,"The Alfred Herring","316-322 Green Lanes, LONDON","N13 5TT",531137,192821,51.618954,-0.107201,Enfield
109306,"The Arnos Arms","338 Bowes Road, LONDON","N11 1AN",529270,192472,51.616240,-0.134282,Enfield
109309,"The Beehive PH","24 Little Bury Street, LONDON","N9 9JZ",532991,194443,51.633086,-0.079823,Enfield
109313,"The Bird in Hand","Public House, 100 Tottenhall Road, LONDON","N13 6DG",531548,191956,51.611076,-0.101593,Enfield
109335,"The Cricketers","Public House, 17-19 Chase Side Place, ENFIELD","EN2 6QA",532402,197016,51.656337,-0.087355,Enfield
109347,"The Gilpins Bell","50-56 Fore Street, LONDON","N18 2SS",534019,191876,51.609766,-0.065960,Enfield
109348,"The Goat","250 High Street, ENFIELD","EN3 4EZ",535214,195934,51.645962,-0.047147,Enfield
109351,"The Greyhound","Public House, 425 South Ordnance Road, ENFIELD","EN3 6HR",537118,198583,51.669289,-0.018609,Enfield
109352,"The Halfway House Toby Carvery","Public House, 801 Great Cambridge Road, ENFIELD","EN1 3PN",534327,197377,51.659134,-0.059405,Enfield
109353,"The Hart","290 Chase Road, LONDON","N14 6HA",529740,194473,51.634122,-0.126757,Enfield
109359,"The Hop Poles","Public House, 320 Baker Street, ENFIELD","EN1 3LH",533097,197823,51.663434,-0.077007,Enfield
109361,"The Hyde Arms","Public House, 137 Victoria Road, LONDON","N9 9BB",533979,193293,51.622518,-0.065995,Enfield
109363,"The Jolly Butchers","Public House, 168-170 Baker Street, ENFIELD","EN1 3JS",532894,197377,51.659474,-0.080110,Enfield
109364,"The Jolly Farmers","2 Enfield Road, ENFIELD","EN2 7QS",530995,196794,51.654681,-0.107766,Enfield
109366,"The King and Tinker","Public House, 40 Whitewebbs Lane, ENFIELD","EN2 9HJ",533727,199756,51.680646,-0.067165,Enfield
109368,"The Kings Head","9 Market Place, ENFIELD","EN2 6LL",622675,-5527598,,,Enfield
109369,"The Kings Head","Public House, The Green, LONDON","N21 1BB",531361,194576,51.634666,-0.103315,Enfield
109371,"The Lamb P.H","52-54 Church Street, LONDON","N9 9PA",534139,193615,51.625375,-0.063568,Enfield
109374,"The Lincoln Arms","Public House, 155 Percival Road, ENFIELD","EN1 1QT",533937,196107,51.647815,-0.065526,Enfield
109376,"The Little Green Dragon Enfield","928 Green Lanes, LONDON","N21 2AD",532215,194751,51.636038,-0.090917,Enfield
109386,"The Minchenden Association","Cricket Pavilion, Bramley Sports Ground, Chase Side, LONDON","N14 4AB",528593,195356,51.642312,-0.142997,Enfield
109388,"The New Crown","Public House, 80-84 Chase Side, LONDON","N14 5PH",529451,194401,51.633542,-0.130957,Enfield
109389,"The Occasional Half","Public House, 67-77 Green Lanes, LONDON","N13 4TD",530960,191840,51.610170,-0.110123,Enfield
109391,"The Old Hammam and Spa","17 Church Street, LONDON","N9 9DY",534144,193660,51.625776,-0.063472,Enfield
109393,"The Old Wheatsheaf","Public House, 3 Windmill Hill, ENFIELD","EN2 6SE",532248,196729,51.653803,-0.089688,Enfield
109394,"The Orange Tree","18 Highfield Road, LONDON","N21 3HA",531889,193963,51.629032,-0.095931,Enfield
109399,"The Picture Palace","128 High Street, ENFIELD","EN3 4ES",535233,195620,51.643128,-0.046994,Enfield
109400,"The Pied Bull","Public House, 5 Bulls Cross, ENFIELD","EN2 9HE",534276,199494,51.678170,-0.059329,Enfield
109401,"The Plough","Public House, 12 Cattlegate Road, ENFIELD","EN2 9DJ",531304,199984,51.683266,-0.102105,Enfield
109405,"The Railway Inn","Public House, 229 Ordnance Road, ENFIELD","EN3 6HA",536505,198753,51.670965,-0.027401,Enfield
109406,"The Railway Tavern","Public House, 19-20 Market Square, LONDON","N9 0TZ",534515,193501,51.624259,-0.058178,Enfield
109408,"The Red Lion","Public House, 375 Hertford Road, ENFIELD","EN3 5PP",535344,197914,51.663707,-0.044504,Enfield
109409,"The Ridgeway Tavern","76 The Ridgeway, ENFIELD","EN2 8JF",531203,197737,51.663097,-0.104422,Enfield
109410,"The Rising Sun","Public House, 240 Winchester Road, LONDON","N9 9EF",534015,194250,51.631109,-0.065110,Enfield
109411,"The Robin Hood","Public House, 240 The Ridgeway, ENFIELD","EN2 8AP",529508,199251,51.677095,-0.128340,Enfield
109413,"The Six Bells","Public House, 187 Chase Side, ENFIELD","EN2 0PT",532425,197524,51.660897,-0.086831,Enfield
109415,"The Southgate Club","17 Chase Side, LONDON","N14 5BP",529546,194306,51.632658,-0.129621,Enfield
109416,"The Sporting Green","Public House, 129 Hertford Road, ENFIELD","EN3 5JF",535180,197116,51.656575,-0.047182,Enfield
109417,"The Stag","Public House, 35 Little Park Gardens, ENFIELD","EN2 6PH",532470,196634,51.652889,-0.086518,Enfield
109418,"The Stag And Hounds","Public House, 371 Bury Street West, LONDON","N9 9JW",533219,194636,51.634766,-0.076457,Enfield
109422,"The Three Wishes","Public House, 749 Green Lanes, LONDON","N21 3SA",531879,194266,51.631757,-0.095947,Enfield
109429,"The Walker Cricket Ground","175 Waterfall Road, LONDON","N14 7JZ",529508,193546,51.625837,-0.130450,Enfield
109431,"The Wheatsheaf","Public House, 185 Baker Street, ENFIELD","EN1 3JT",532961,197458,51.660177,-0.079111,Enfield
109432,"The White Horse","Public House, 105 Fore Street, LONDON","N18 2XF",534053,192178,51.612480,-0.065353,Enfield
109433,"The White Horse","Public House, 105 Fore Street, LONDON","N18 2XF",534053,192178,51.612480,-0.065353,Enfield
109434,"The White House","Public House, 570 Hertford Road, ENFIELD","EN3 5SU",535523,198475,51.668705,-0.041700,Enfield
109435,"The Winchmore","Public House, 235 Winchmore Hill Road, LONDON","N21 1QA",530743,194959,51.638249,-0.112092,Enfield
109437,"The Wonder","1 Batley Road, ENFIELD","EN2 0JG",532511,197809,51.663438,-0.085480,Enfield
109450,"Toby Carvery","Restaurant, Whitewebbs House, Whitewebbs Road, ENFIELD","EN2 9HQ",532874,199478,51.678360,-0.079615,Enfield
109468,"Trent Park Golf Club","Bramley Road, LONDON","N14 4UW",529393,196150,51.649264,-0.131149,Enfield
109489,"Unikat - 2 B6 Restaurant","248A Green Lanes, LONDON","N13 5TU",531060,192707,51.617938,-0.108356,Enfield
109504,"Vicars Moor Lawn Tennis Club","Sherbrook Gardens, LONDON","N21 2NU",532036,194753,51.636096,-0.093496,Enfield
109557,"Whitewebbs Golf Club","Clubhouse, Beggars Hollow, ENFIELD","EN2 9JN",532693,198840,51.672668,-0.082459,Enfield
109576,"Winchmore Hill Sports Club (CC)","Paulin Ground, Fords Grove, LONDON","N21 3ER",532283,194413,51.632992,-0.090057,Enfield
109577,"Winchmore Sports Lounge","Red Ridge Club, Bridge Gate Mews, LONDON","N21 2AH",532277,194748,51.636004,-0.090032,Enfield
109579,"Wishing Well","Public House, 9 Aldermans Hill, LONDON","N13 4YD",530949,192690,51.617811,-0.109965,Enfield
109589,"Ye Olde Cherry Tree","Public House, 22 The Green, LONDON","N14 6EN",530019,193459,51.624940,-0.123110,Enfield
109603,"(The) Taproom SE18","15 Major Draper Street, Woolwich, Greenwich","SE18 6GD",543922,179082,51.492376,0.071724,Greenwich
109676,"Ammas Fayre","Castle Tavern, 179 Powis Street, Woolwich, Greenwich","SE18 6JL",543220,179098,51.492702,0.061630,Greenwich
109678,"Anchor & Hope","The Anchor And Hope Riverside, Charlton, Greenwich","SE7 7SS",540935,179138,51.493619,0.028753,Greenwich
109686,"Angerstein Hotel","The Angerstein, 108 Woolwich Road, Greenwich, Greenwich","SE10 0LE",540175,178302,51.486313,0.017477,Greenwich
109688,"Anglesea Arms","Anglesea Arms, 91 Woolwich New Road, Woolwich, Greenwich","SE18 6EF",543614,178663,51.488686,0.067120,Greenwich
109709,"Ashburnham Arms","Ashburnham Arms, 25 Ashburnham Grove, Greenwich, Greenwich","SE10 8UH",537937,177067,51.475765,-0.015217,Greenwich
109738,"Banker's Draft","The Bankers Draft, 80 Eltham High Street, Eltham, Greenwich","SE9 1BW",542767,174381,51.450424,0.053205,Greenwich
109762,Belushi's,"Belushis, 189 Greenwich High Road, Greenwich, Greenwich","SE10 8JA",538101,177323,51.478025,-0.012758,Greenwich
109787,"Black Boy Public House","Black Boy Southspring, Avery Hill, Greenwich","DA15 8EA",544976,173841,51.445011,0.084751,Greenwich
109789,"Blackheath & Newbridge","22 Charlton Road, Charlton, Greenwich","SE3 7HG",540528,177401,51.478120,0.022199,Greenwich
109790,"Blackheath Cricket Club","Groundsmans House Blackheath Sports Club, Rectory Field Charlton Road, Charlton, Greenwich","SE7 7EY",540917,177546,51.479328,0.027859,Greenwich
109838,"British Oak","British Oak, 109 Old Dover Road, Blackheath, Greenwich","SE3 8SU",540806,177197,51.476218,0.026132,Greenwich
109848,"Bull Tavern","The Bull, 14 Vincent Road, Woolwich, Greenwich","SE18 6RF",543768,178760,51.489518,0.069376,Greenwich
109895,"Castle Tavern","Castle Tavern, 179 Powis Street, Woolwich, Greenwich","SE18 6JL",543220,179098,51.492702,0.061630,Greenwich
109920,"Charlton Park Rugby Club","60A Broad Walk, Kidbrooke, Greenwich","SE3 8NB",541548,176058,51.465798,0.036342,Greenwich
110032,"Crofton Albion Sports & Social Club","Crofton Albion Sports And Social Club Weigall Road, Kidbrooke, Greenwich","SE12 8HF",540339,175100,51.457489,0.018571,Greenwich
110042,"Cutty Sark","The Cutty Sark, 14 Joyce Dawson Way, Thamesmead, Greenwich","SE28 8RA",546326,180788,51.507076,0.107037,Greenwich
110044,"Cutty Sark Tavern","The Cutty Sark, 4 - 6 Ballast Quay, Greenwich, Greenwich","SE10 9PD",538936,178270,51.486315,-0.000363,Greenwich
110071,"Dial Arch","Dial Arch No 1 Street, Woolwich, Greenwich","SE18 6GH",543783,179101,51.492580,0.069735,Greenwich
110125,"Elephant and Castle","Elephant And Castle, 18 Greens End, Woolwich, Greenwich","SE18 6JY",543727,178903,51.490822,0.068848,Greenwich
110139,"Eltham Hill Club & Instit","Eltham Hill Club And Institute, 85 Eltham Road, Eltham, Greenwich","SE9 5SU",542305,174507,51.451672,0.046611,Greenwich
110149,"Eltham Town Football Club","1 Starbuck Close, Eltham, Greenwich","SE9 2TF",543462,173657,51.443741,0.062899,Greenwich
110176,"Farmhouse Public House","The Farmhouse, 52 Jason Walk, Eltham, Greenwich","SE9 3DH",543229,171764,51.426790,0.058801,Greenwich
110217,"Footscray Rugby Sports Athletics Clu","Footscray Playing Fields, 239A Footscray Road, Eltham, Greenwich","SE9 2EL",543676,173476,51.442062,0.065910,Greenwich
110221,"Fox & Hounds","Fox And Hounds, 57 Plumstead Common Road, Plumstead, Greenwich","SE18 3AS",543815,177960,51.482319,0.069731,Greenwich
110247,"Gate Clock PH (JD Wetherspoon PLC)","The Gate Clock Crescent Arcade, Greenwich, Greenwich","SE10 9EJ",538235,177726,51.481606,-0.010667,Greenwich
110252,"George & Dragon","George And Dragon, 2 Blackheath Hill, Greenwich, Greenwich","SE10 8DE",537964,176744,51.472855,-0.014964,Greenwich
110253,"George IV","George Iv, 120 Rectory Place, Woolwich, Greenwich","SE18 5BY",543154,178848,51.490475,0.060578,Greenwich
110282,"Great Harry (Wetherspoons)","The Great Harry, 7 - 9 Wellington Street, Woolwich, Greenwich","SE18 6PQ",543581,178796,51.489888,0.066701,Greenwich
110316,"Greenwich Union","The Greenwich Union, 56 Royal Hill, Greenwich, Greenwich","SE10 8RT",538309,177164,51.476537,-0.009826,Greenwich
110335,"Guildford Arms","Guildford Arms, 55 Guildford Grove, Greenwich, Greenwich","SE10 8JY",537965,176912,51.474358,-0.014868,Greenwich
110351,"Hardys Free house","Hardys, 92 Trafalgar Road, Greenwich, Greenwich","SE10 9UW",539058,178006,51.483918,0.001286,Greenwich
110409,"Hungry Horse (Fox Under the Hill)","Fox Under The Hill, 286 Shooters Hill Road, Blackheath, Greenwich","SE18 4LT",541756,176951,51.473770,0.039704,Greenwich
110570,"Lord Herbert","Lord Herbert, 47 Herbert Road, Woolwich, Greenwich","SE18 3SZ",543782,177654,51.479577,0.069128,Greenwich
110571,"Lord Raglan","Lord Raglan, 158 Burrage Road, Plumstead, Greenwich","SE18 7LA",544030,178384,51.486082,0.072994,Greenwich
110637,"Maybloom Social Club","26 Bostall Hill, Abbey Wood, Greenwich","SE2 0RA",546308,178288,51.484633,0.105737,Greenwich
110656,"Melbourne Arms","Melbourne Arms, 81 - 83 Sandy Hill Road, Woolwich, Greenwich","SE18 7BB",543819,178143,51.483963,0.069863,Greenwich
110667,"Meridian Sports & Social Club","Meridian Sports Club Charlton Park Lane, Charlton, Greenwich","SE7 8QS",542044,177506,51.478687,0.044061,Greenwich
110697,Mitre,"The Mitre, 291 Greenwich High Road, Greenwich, Greenwich","SE10 8NA",538303,177568,51.480174,-0.009753,Greenwich
110769,"New Eltham Conservative Club Ltd","71 Southwood Road, Eltham, Greenwich","SE9 3QE",543875,172787,51.435819,0.068487,Greenwich
110775,"New Eltham Social Club","32 Avery Hill Road, Avery Hill, Greenwich","SE9 2BD",544299,173113,51.438636,0.074710,Greenwich
110806,"North Pole Bar & Restaurant","131 Greenwich High Road, Greenwich, Greenwich","SE10 8JA",537825,177190,51.476888,-0.016781,Greenwich
110820,"Old Brewery","The Old Brewery, Old Royal Naval College King William Walk, Greenwich, Greenwich","SE10 9LW",538346,177858,51.482773,-0.009022,Greenwich
110823,Olivers,"9 Nevada Street, Greenwich, Greenwich","SE10 9JL",538428,177513,51.479648,-0.007981,Greenwich
110830,"Ordnance Arms","18 Beresford Square, Woolwich, Greenwich","SE18 6AY",543782,178919,51.490952,0.069643,Greenwich
110849,"Park Tavern","Park Tavern, 45 Passey Place, Eltham, Greenwich","SE9 5DA",542856,174311,51.449766,0.054456,Greenwich
110859,"Pelton Arms","Pelton Arms, 23 - 25 Pelton Road, Greenwich, Greenwich","SE10 9PQ",539136,178344,51.486929,0.002539,Greenwich
110892,"Plume of Feathers","Plume Of Feathers, 19 Park Vista, Greenwich, Greenwich","SE10 9LZ",538892,177781,51.481939,-0.001191,Greenwich
110899,"Plumstead Common Working Mens Club","Plumstead Common Working Mens Club, 71 Kirkham Street, Plumstead, Greenwich","SE18 2JS",545187,177643,51.479118,0.089345,Greenwich
110903,"Plumstead Radical Club","Plumstead Radical Club, 83 - 88 Walmer Terrace, Plumstead, Greenwich","SE18 7DZ",544832,178767,51.489311,0.084697,Greenwich
110933,"Prince of Greenwich","The Prince Albert, 72 Royal Hill, Greenwich, Greenwich","SE10 8RT",538298,177131,51.476249,-0.009991,Greenwich
110969,"Richard 1","Richard I, 52 - 54 Royal Hill, Greenwich, Greenwich","SE10 8RT",538315,177169,51.476584,-0.009732,Greenwich
110972,"Rising Sun","Rising Sun, 189 - 191 Eltham High Street, Eltham, Greenwich","SE9 1TS",543132,174454,51.450989,0.058469,Greenwich
